timestamp,status,label,is_attack,latency_ms
2026-04-22T18:49:46.133141,ok,Backdoor,yes,0.35
2026-04-22T18:49:47.158842,ok,MITM,yes,0.24
2026-04-22T18:49:48.168251,ok,MITM,yes,0.13
2026-04-22T18:49:49.189297,ok,Uploading,yes,0.29
2026-04-22T18:49:50.211514,ok,Normal,no,0.50
2026-04-22T18:49:51.227915,ok,Port_Scanning,yes,0.13
2026-04-22T18:49:52.250322,ok,Uploading,yes,0.34
2026-04-22T18:49:53.280248,ok,DDoS_ICMP,yes,0.40
2026-04-22T18:49:54.296918,ok,DDoS_UDP,yes,0.38
2026-04-22T18:49:55.322820,ok,DDoS_ICMP,yes,0.58
2026-04-22T18:49:56.344106,ok,Vulnerability_scanner,yes,0.50
2026-04-22T18:49:57.367895,ok,Normal,no,0.37
2026-04-22T18:49:58.387978,ok,Fingerprinting,yes,0.31
2026-04-22T18:49:59.527791,ok,DDoS_ICMP,yes,0.38
2026-04-22T18:50:00.550156,ok,Backdoor,yes,0.39
2026-04-22T18:50:01.571357,ok,Normal,no,0.24
2026-04-22T18:50:02.598045,ok,DDoS_ICMP,yes,0.45
2026-04-22T18:50:03.628101,ok,DDoS_UDP,yes,0.47
2026-04-22T18:50:04.649602,ok,SQL_injection,yes,0.37
2026-04-22T18:50:05.671480,ok,DDoS_ICMP,yes,0.37
2026-04-22T18:50:06.693167,ok,MITM,yes,0.38
2026-04-22T18:50:07.715138,ok,DDoS_HTTP,yes,0.23
2026-04-22T18:50:08.736573,ok,DDoS_HTTP,yes,0.25
2026-04-22T18:50:09.765451,ok,DDoS_TCP,yes,0.39
2026-04-22T18:50:10.776684,ok,DDoS_TCP,yes,0.20
2026-04-22T18:50:11.788879,ok,DDoS_UDP,yes,0.25
2026-04-22T18:50:12.802338,ok,Ransomware,yes,0.28
2026-04-22T18:50:13.827520,ok,Fingerprinting,yes,0.33
2026-04-22T18:50:14.850152,ok,MITM,yes,0.46
2026-04-22T18:50:15.874272,ok,DDoS_TCP,yes,0.49
2026-04-22T18:50:16.898160,ok,Ransomware,yes,0.22
2026-04-22T18:50:17.921704,ok,Vulnerability_scanner,yes,0.36
2026-04-22T18:50:18.946664,ok,DDoS_UDP,yes,0.58
2026-04-22T18:50:19.983152,ok,Password,yes,0.38
2026-04-22T18:50:21.024760,ok,Uploading,yes,0.40
2026-04-22T18:50:22.048534,ok,Password,yes,0.55
2026-04-22T18:50:23.066859,ok,DDoS_TCP,yes,0.33
2026-04-22T18:50:24.101254,ok,DDoS_TCP,yes,0.63
2026-04-22T18:50:25.134765,ok,MITM,yes,0.37
2026-04-22T18:50:26.163734,ok,Backdoor,yes,0.39
2026-04-22T18:50:27.190279,ok,DDoS_UDP,yes,0.36
2026-04-22T18:50:28.200017,ok,Uploading,yes,0.18
2026-04-22T18:50:29.343334,ok,Fingerprinting,yes,0.39
2026-04-22T18:50:30.379969,ok,Fingerprinting,yes,0.36
2026-04-22T18:50:31.404517,ok,DDoS_TCP,yes,0.48
2026-04-22T18:50:32.414659,ok,Normal,no,0.16
2026-04-22T18:50:33.426648,ok,Backdoor,yes,0.18
2026-04-22T18:50:34.449762,ok,Password,yes,0.38
2026-04-22T18:50:35.481392,ok,Vulnerability_scanner,yes,0.75
2026-04-22T18:50:36.503545,ok,DDoS_TCP,yes,0.24
2026-04-22T18:50:37.511786,ok,DDoS_TCP,yes,0.14
2026-04-22T18:50:38.527694,ok,DDoS_HTTP,yes,0.11
2026-04-22T18:50:39.548845,ok,Uploading,yes,0.52
2026-04-22T18:50:40.587818,ok,Vulnerability_scanner,yes,0.67
2026-04-22T18:50:41.608351,ok,MITM,yes,0.23
2026-04-22T18:50:42.618562,ok,Fingerprinting,yes,0.17
2026-04-22T18:50:43.655057,ok,DDoS_TCP,yes,0.41
2026-04-22T18:50:44.677833,ok,Fingerprinting,yes,0.69
2026-04-22T18:50:45.697025,ok,Password,yes,0.38
2026-04-22T18:50:46.718889,ok,Port_Scanning,yes,0.52
2026-04-22T18:50:47.742187,ok,DDoS_TCP,yes,0.35
2026-04-22T18:50:48.765462,ok,Fingerprinting,yes,0.40
2026-04-22T18:50:49.789399,ok,DDoS_ICMP,yes,0.53
2026-04-22T18:50:50.812538,ok,XSS,yes,0.39
2026-04-22T18:50:51.832406,ok,Vulnerability_scanner,yes,0.38
2026-04-22T18:50:52.852159,ok,DDoS_ICMP,yes,0.37
2026-04-22T18:50:53.872707,ok,Uploading,yes,0.35
2026-04-22T18:50:54.892699,ok,DDoS_HTTP,yes,0.23
2026-04-22T18:50:55.938315,ok,SQL_injection,yes,0.47
2026-04-22T18:50:56.961742,ok,Port_Scanning,yes,0.50
2026-04-22T18:50:57.994050,ok,DDoS_HTTP,yes,0.27
2026-04-22T18:50:59.017654,ok,Backdoor,yes,0.37
2026-04-22T18:51:00.194744,ok,Ransomware,yes,0.52
2026-04-22T18:51:01.206049,ok,Port_Scanning,yes,0.22
2026-04-22T18:51:02.231899,ok,DDoS_ICMP,yes,0.35
2026-04-22T18:51:03.258226,ok,Backdoor,yes,0.36
2026-04-22T18:51:04.302105,ok,Backdoor,yes,0.58
2026-04-22T18:51:05.329574,ok,DDoS_UDP,yes,0.54
2026-04-22T18:51:06.358061,ok,SQL_injection,yes,0.63
2026-04-22T18:51:07.370348,ok,DDoS_HTTP,yes,0.15
2026-04-22T18:51:08.386628,ok,Normal,no,0.20
2026-04-22T18:51:09.423568,ok,Port_Scanning,yes,0.63
2026-04-22T18:51:10.458921,ok,DDoS_HTTP,yes,0.93
2026-04-22T18:51:11.467259,ok,Uploading,yes,0.14
2026-04-22T18:51:12.486601,ok,SQL_injection,yes,0.23
2026-04-22T18:51:13.519159,ok,Normal,no,0.41
2026-04-22T18:51:14.531052,ok,DDoS_ICMP,yes,0.20
2026-04-22T18:51:15.542806,ok,DDoS_HTTP,yes,0.12
2026-04-22T18:51:16.555279,ok,DDoS_TCP,yes,0.24
2026-04-22T18:51:17.576988,ok,DDoS_TCP,yes,0.32
2026-04-22T18:51:18.591841,ok,Password,yes,0.21
2026-04-22T18:51:19.614608,ok,DDoS_TCP,yes,0.74
2026-04-22T18:51:20.635576,ok,Ransomware,yes,0.49
2026-04-22T18:51:21.643265,ok,Password,yes,0.14
2026-04-22T18:51:22.664310,ok,Port_Scanning,yes,0.36
2026-04-22T18:51:23.682795,ok,Ransomware,yes,0.21
2026-04-22T18:51:24.702488,ok,SQL_injection,yes,0.37
2026-04-22T18:51:25.723425,ok,Backdoor,yes,0.24
2026-04-22T18:51:26.747992,ok,Password,yes,0.33
2026-04-22T18:51:27.766282,ok,DDoS_HTTP,yes,0.20
2026-04-22T18:51:28.783224,ok,Ransomware,yes,0.38
