timestamp,status,label,is_attack,latency_ms
2026-04-22T18:39:35.406300,ok,Normal,no,2.51
2026-04-22T18:39:36.417985,ok,Normal,no,0.96
2026-04-22T18:39:37.429496,ok,Normal,no,1.10
2026-04-22T18:39:38.447237,ok,Normal,no,1.32
2026-04-22T18:39:39.464903,ok,Normal,no,1.97
2026-04-22T18:39:40.487031,ok,Normal,no,2.52
2026-04-22T18:39:41.517295,ok,Normal,no,2.50
2026-04-22T18:39:42.547988,ok,Normal,no,3.20
2026-04-22T18:39:43.575377,ok,Normal,no,2.58
2026-04-22T18:39:44.587928,ok,Normal,no,1.58
2026-04-22T18:39:45.617939,ok,Normal,no,3.50
2026-04-22T18:39:46.640778,ok,Normal,no,2.31
2026-04-22T18:39:47.660691,ok,Normal,no,2.07
2026-04-22T18:39:48.681458,ok,Normal,no,1.45
2026-04-22T18:39:49.700332,ok,Normal,no,1.46
2026-04-22T18:39:50.730014,ok,Normal,no,2.72
2026-04-22T18:39:51.742770,ok,Normal,no,0.95
2026-04-22T18:39:52.765253,ok,Normal,no,2.03
2026-04-22T18:39:53.788475,ok,Normal,no,2.72
2026-04-22T18:39:54.800164,ok,Normal,no,1.12
2026-04-22T18:39:55.822372,ok,Normal,no,2.33
2026-04-22T18:39:56.958247,ok,Normal,no,2.39
2026-04-22T18:39:57.972219,ok,Normal,no,1.36
2026-04-22T18:39:58.984663,ok,Normal,no,1.19
2026-04-22T18:40:00.000058,ok,Normal,no,1.46
2026-04-22T18:40:01.022274,ok,Normal,no,2.15
2026-04-22T18:40:02.047046,ok,Normal,no,2.19
2026-04-22T18:40:03.071939,ok,Normal,no,2.85
2026-04-22T18:40:04.119899,ok,Normal,no,4.87
2026-04-22T18:40:05.133554,ok,Normal,no,1.81
2026-04-22T18:40:06.174650,ok,Normal,no,2.90
2026-04-22T18:40:07.199231,ok,Normal,no,3.12
2026-04-22T18:40:08.211524,ok,Normal,no,0.71
2026-04-22T18:40:09.239028,ok,Normal,no,2.41
2026-04-22T18:40:10.269507,ok,Normal,no,2.98
2026-04-22T18:40:11.282939,ok,Normal,no,1.47
2026-04-22T18:40:12.295197,ok,Normal,no,1.13
2026-04-22T18:40:13.317420,ok,Normal,no,1.53
2026-04-22T18:40:14.340173,ok,Normal,no,1.64
2026-04-22T18:40:15.361964,ok,Normal,no,1.96
2026-04-22T18:40:16.391674,ok,Normal,no,3.09
2026-04-22T18:40:17.412814,ok,Normal,no,1.94
2026-04-22T18:40:18.452365,ok,Normal,no,5.25
2026-04-22T18:40:19.473431,ok,Normal,no,2.15
2026-04-22T18:40:20.503456,ok,Normal,no,2.95
2026-04-22T18:40:21.517732,ok,Normal,no,1.10
2026-04-22T18:40:22.537145,ok,Normal,no,1.76
2026-04-22T18:40:23.559255,ok,Normal,no,2.03
2026-04-22T18:40:24.606921,ok,Normal,no,3.37
2026-04-22T18:40:25.627520,ok,Normal,no,1.84
2026-04-22T18:40:26.779959,ok,Normal,no,3.29
2026-04-22T18:40:27.801158,ok,Normal,no,1.90
2026-04-22T18:40:28.829992,ok,Normal,no,2.42
2026-04-22T18:40:29.842971,ok,Normal,no,1.51
2026-04-22T18:40:30.856173,ok,Normal,no,1.33
2026-04-22T18:40:31.885994,ok,Normal,no,4.31
2026-04-22T18:40:32.921172,ok,Normal,no,3.35
2026-04-22T18:40:33.959715,ok,Normal,no,3.49
2026-04-22T18:40:34.986816,ok,Normal,no,3.60
2026-04-22T18:40:36.007731,ok,Normal,no,2.03
2026-04-22T18:40:37.029966,ok,Normal,no,2.25
2026-04-22T18:40:38.053208,ok,Normal,no,1.77
2026-04-22T18:40:39.065484,ok,Normal,no,1.29
2026-04-22T18:40:40.079599,ok,Normal,no,1.05
2026-04-22T18:40:41.103470,ok,Normal,no,1.40
2026-04-22T18:40:42.124386,ok,Normal,no,1.90
2026-04-22T18:40:43.144836,ok,Normal,no,1.92
2026-04-22T18:40:44.160268,ok,Normal,no,1.52
2026-04-22T18:40:45.174961,ok,Normal,no,1.85
2026-04-22T18:40:46.196073,ok,Normal,no,2.31
2026-04-22T18:40:47.216685,ok,Normal,no,1.74
2026-04-22T18:40:48.239129,ok,Normal,no,2.62
2026-04-22T18:40:49.264025,ok,Normal,no,2.77
2026-04-22T18:40:50.307989,ok,Normal,no,3.05
2026-04-22T18:40:51.330490,ok,Normal,no,2.44
2026-04-22T18:40:52.354156,ok,Normal,no,2.10
2026-04-22T18:40:53.376352,ok,Normal,no,2.04
2026-04-22T18:40:54.419385,ok,Normal,no,3.69
2026-04-22T18:40:55.440073,ok,Normal,no,1.88
2026-04-22T18:40:56.573360,ok,Normal,no,1.96
2026-04-22T18:40:57.595111,ok,Normal,no,1.82
2026-04-22T18:40:58.617847,ok,Normal,no,2.04
2026-04-22T18:40:59.639751,ok,Normal,no,1.67
2026-04-22T18:41:00.664817,ok,Normal,no,2.36
2026-04-22T18:41:01.683856,ok,Normal,no,1.95
2026-04-22T18:41:02.702703,ok,Normal,no,1.75
2026-04-22T18:41:03.721196,ok,Normal,no,2.13
2026-04-22T18:41:04.748133,ok,Normal,no,2.46
2026-04-22T18:41:05.771087,ok,Normal,no,2.16
2026-04-22T18:41:06.792633,ok,Normal,no,1.96
2026-04-22T18:41:07.813843,ok,Normal,no,1.81
2026-04-22T18:41:08.835521,ok,Normal,no,2.19
2026-04-22T18:41:09.857310,ok,Normal,no,3.29
2026-04-22T18:41:10.877353,ok,Normal,no,1.83
2026-04-22T18:41:11.890269,ok,Normal,no,1.33
2026-04-22T18:41:12.929894,ok,Normal,no,2.80
2026-04-22T18:41:13.994351,ok,Normal,no,7.32
2026-04-22T18:41:15.019539,ok,Normal,no,2.99
2026-04-22T18:41:16.043393,ok,Normal,no,2.49
2026-04-22T18:41:17.063559,ok,Normal,no,1.50
2026-04-22T18:41:18.072625,ok,Normal,no,0.69
2026-04-22T18:41:19.093644,ok,Normal,no,2.18
2026-04-22T18:41:20.114555,ok,Normal,no,1.91
2026-04-22T18:41:21.136743,ok,Normal,no,1.81
2026-04-22T18:41:22.157355,ok,Normal,no,2.00
2026-04-22T18:41:23.183634,ok,Normal,no,3.32
2026-04-22T18:41:24.209125,ok,Normal,no,2.76
2026-04-22T18:41:25.219096,ok,Normal,no,0.78
2026-04-22T18:41:26.250767,ok,Normal,no,3.10
2026-04-22T18:41:27.413141,ok,Normal,no,13.42
2026-04-22T18:41:28.439288,ok,Normal,no,2.49
2026-04-22T18:41:29.470866,ok,Normal,no,1.98
2026-04-22T18:41:30.508341,ok,Normal,no,3.93
2026-04-22T18:41:31.529608,ok,Normal,no,1.72
2026-04-22T18:41:32.544649,ok,Normal,no,1.09
2026-04-22T18:41:33.552893,ok,Normal,no,0.83
2026-04-22T18:41:34.563542,ok,Normal,no,1.11
2026-04-22T18:41:35.594423,ok,Normal,no,2.89
2026-04-22T18:41:36.616944,ok,Normal,no,1.97
2026-04-22T18:41:37.643620,ok,Normal,no,3.62
2026-04-22T18:41:38.671052,ok,Normal,no,3.60
2026-04-22T18:41:39.690714,ok,Normal,no,1.47
2026-04-22T18:41:40.711789,ok,Normal,no,2.46
2026-04-22T18:41:41.721006,ok,Normal,no,1.12
2026-04-23T06:30:32.116831,ok,Normal,no,0.65
2026-04-23T06:30:33.123779,ok,Normal,no,0.67
2026-04-23T06:30:34.240266,ok,Normal,no,0.58
2026-04-23T06:30:35.246627,ok,Normal,no,0.55
2026-04-23T06:30:36.256585,ok,Normal,no,0.60
2026-04-23T06:30:37.263842,ok,Normal,no,0.56
2026-04-23T06:30:38.271392,ok,Normal,no,0.60
2026-04-23T06:30:39.279108,ok,Normal,no,0.60
2026-04-23T06:30:40.289403,ok,Normal,no,1.08
2026-04-23T06:30:41.296638,ok,Normal,no,0.40
2026-04-23T06:30:42.303673,ok,Normal,no,0.53
2026-04-23T06:30:43.310503,ok,Normal,no,0.65
2026-04-23T06:30:44.316413,ok,Normal,no,0.54
2026-04-23T06:30:45.323546,ok,Normal,no,0.62
2026-04-23T06:30:46.330161,ok,Normal,no,0.43
2026-04-23T06:30:47.337102,ok,Normal,no,0.67
2026-04-23T06:30:48.343678,ok,Normal,no,0.40
2026-04-23T06:30:49.350005,ok,Normal,no,0.49
2026-04-23T06:30:50.360746,ok,Normal,no,1.14
2026-04-23T06:30:51.367944,ok,Normal,no,0.51
2026-04-23T06:30:52.373560,ok,Normal,no,0.42
2026-04-23T06:30:53.380145,ok,Normal,no,0.65
2026-04-23T06:30:54.386150,ok,Normal,no,0.43
2026-04-23T06:30:55.391457,ok,Normal,no,0.39
2026-04-23T06:30:56.397527,ok,Normal,no,0.39
2026-04-23T06:30:57.403649,ok,Normal,no,0.51
2026-04-23T06:30:58.409063,ok,Normal,no,0.56
2026-04-23T06:30:59.417901,ok,Normal,no,0.42
2026-04-23T06:31:00.429413,ok,Normal,no,1.10
2026-04-23T06:31:01.435658,ok,Normal,no,0.43
2026-04-23T06:31:02.441572,ok,Normal,no,0.52
2026-04-23T06:31:03.449359,ok,Normal,no,0.56
2026-04-23T06:31:04.578834,ok,Normal,no,0.59
