timestamp,source,prediction,label,confidence,latency_ms,cpu_percent,memory_mb,total_requests
2026-04-22T18:29:13.060521,water-sensor,7,Normal,0.5800,24.25,0.0,325.62,1
2026-04-22T18:29:14.129189,water-sensor,7,Normal,0.6600,51.06,11.3,325.62,2
2026-04-22T18:29:14.576448,attacker,7,Normal,0.6500,79.27,31.8,325.62,3
2026-04-22T18:29:15.226733,attacker,7,Normal,0.6400,68.80,8.9,325.75,4
2026-04-22T18:29:15.322396,water-sensor,7,Normal,0.5700,146.31,0.0,325.75,5
2026-04-22T18:29:15.855820,attacker,7,Normal,0.5400,59.74,22.2,325.88,6
2026-04-22T18:29:16.523285,water-sensor,7,Normal,0.4800,103.74,15.0,325.88,7
2026-04-22T18:29:16.611018,attacker,7,Normal,0.6500,215.84,22.5,325.88,8
2026-04-22T18:29:17.210521,attacker,7,Normal,0.5800,72.73,9.4,325.88,9
2026-04-22T18:29:17.709031,water-sensor,7,Normal,0.6600,87.08,25.5,325.88,10
2026-04-22T18:29:17.788233,attacker,7,Normal,0.5800,51.85,31.1,325.88,11
2026-04-22T18:29:18.371018,attacker,7,Normal,0.6500,64.86,8.2,325.88,12
2026-04-22T18:29:18.826879,water-sensor,7,Normal,0.6600,93.88,25.3,325.88,13
2026-04-22T18:29:18.961500,attacker,7,Normal,0.6400,68.89,19.6,325.88,14
2026-04-22T18:29:19.497481,attacker,7,Normal,0.5800,27.34,23.5,325.88,15
2026-04-22T18:29:19.907248,water-sensor,7,Normal,0.6600,57.44,24.7,325.88,16
2026-04-22T18:29:20.071179,attacker,7,Normal,0.6700,58.08,17.7,325.88,17
2026-04-22T18:29:20.685750,attacker,7,Normal,0.5800,89.13,23.4,326.00,18
2026-04-22T18:29:20.983012,water-sensor,7,Normal,0.6400,55.02,8.1,326.00,19
2026-04-22T18:29:21.267299,attacker,7,Normal,0.6600,61.25,12.1,326.00,20
2026-04-22T18:29:21.845758,attacker,7,Normal,0.6600,57.30,22.7,326.00,21
2026-04-22T18:29:22.054926,water-sensor,7,Normal,0.6600,52.88,11.4,326.00,22
2026-04-22T18:29:22.437381,attacker,7,Normal,0.6400,69.41,16.9,326.00,23
2026-04-22T18:29:23.015229,attacker,7,Normal,0.5200,55.54,12.0,326.00,24
2026-04-22T18:29:23.248996,water-sensor,7,Normal,0.6600,72.77,26.0,326.00,25
2026-04-22T18:29:23.742945,attacker,7,Normal,0.6500,105.27,25.2,326.00,26
2026-04-22T18:29:24.520319,attacker,7,Normal,0.7400,250.73,12.7,326.00,28
2026-04-22T18:29:24.523887,water-sensor,7,Normal,0.6500,247.51,18.3,326.00,28
2026-04-22T18:29:25.105229,attacker,7,Normal,0.7500,60.03,15.9,326.00,29
2026-04-22T18:29:25.678301,water-sensor,7,Normal,0.6600,119.42,19.9,326.00,30
2026-04-22T18:29:25.795946,attacker,7,Normal,0.5800,120.22,21.1,326.00,31
2026-04-22T18:29:26.400711,attacker,7,Normal,0.6400,86.02,7.1,326.00,32
2026-04-22T18:29:26.843008,water-sensor,7,Normal,0.6600,62.75,24.9,326.00,33
2026-04-22T18:29:26.984573,attacker,7,Normal,0.6500,61.12,20.7,326.00,34
2026-04-22T18:29:27.592351,attacker,7,Normal,0.6700,87.22,10.1,326.00,35
2026-04-22T18:29:27.932527,water-sensor,7,Normal,0.5800,68.41,24.3,326.00,36
2026-04-22T18:29:28.173095,attacker,7,Normal,0.6600,59.14,12.2,326.00,37
2026-04-22T18:29:28.800119,attacker,7,Normal,0.6600,105.05,23.0,326.00,38
2026-04-22T18:29:29.039725,water-sensor,7,Normal,0.6600,80.77,17.3,326.00,39
2026-04-22T18:29:29.368463,attacker,7,Normal,0.6500,52.33,48.4,326.00,40
2026-04-22T18:29:29.948028,attacker,7,Normal,0.6400,63.81,11.5,326.00,41
2026-04-22T18:29:30.116033,water-sensor,7,Normal,0.5700,55.33,15.0,326.00,42
2026-04-22T18:29:30.532039,attacker,7,Normal,0.5700,62.58,16.1,326.00,43
2026-04-22T18:29:31.102771,attacker,7,Normal,0.6500,50.25,16.2,326.00,44
2026-04-22T18:29:31.190059,water-sensor,7,Normal,0.4900,55.17,29.0,326.00,45
2026-04-22T18:29:31.723633,attacker,7,Normal,0.6400,101.41,42.4,326.12,46
