timestamp,status,label,is_attack,latency_ms
2026-04-22T18:47:18.684292,ok,MITM,yes,0.46
2026-04-22T18:47:19.696307,ok,Normal,no,0.20
2026-04-22T18:47:20.720201,ok,Port_Scanning,yes,0.40
2026-04-22T18:47:21.742694,ok,MITM,yes,0.37
2026-04-22T18:47:22.781372,ok,Password,yes,0.86
2026-04-22T18:47:23.801796,ok,DDoS_HTTP,yes,0.38
2026-04-22T18:47:24.818917,ok,DDoS_TCP,yes,0.32
2026-04-22T18:47:25.836943,ok,SQL_injection,yes,0.21
2026-04-22T18:47:26.855165,ok,DDoS_ICMP,yes,0.23
2026-04-22T18:47:27.885402,ok,DDoS_UDP,yes,0.64
2026-04-22T18:47:29.033659,ok,Password,yes,0.69
2026-04-22T18:47:30.049276,ok,Fingerprinting,yes,0.46
2026-04-22T18:47:31.073942,ok,SQL_injection,yes,0.62
2026-04-22T18:47:32.099287,ok,Ransomware,yes,0.39
2026-04-22T18:47:33.126122,ok,Normal,no,0.38
2026-04-22T18:47:34.154491,ok,Vulnerability_scanner,yes,0.74
2026-04-22T18:47:35.190330,ok,Password,yes,0.53
2026-04-22T18:47:36.223334,ok,MITM,yes,0.79
2026-04-22T18:47:37.259317,ok,Ransomware,yes,0.37
2026-04-22T18:47:38.284791,ok,XSS,yes,0.31
2026-04-22T18:47:39.306546,ok,Uploading,yes,0.46
2026-04-22T18:47:40.330225,ok,Uploading,yes,0.57
2026-04-22T18:47:41.351647,ok,DDoS_UDP,yes,0.43
2026-04-22T18:47:42.377393,ok,Fingerprinting,yes,0.37
2026-04-22T18:47:43.396494,ok,Normal,no,0.35
2026-04-22T18:47:44.413313,ok,Fingerprinting,yes,0.34
2026-04-22T18:47:45.434735,ok,Normal,no,0.35
2026-04-22T18:47:46.443394,ok,Port_Scanning,yes,0.17
2026-04-22T18:47:47.465500,ok,Uploading,yes,0.67
2026-04-22T18:47:48.488098,ok,Fingerprinting,yes,0.41
2026-04-22T18:47:49.502081,ok,DDoS_HTTP,yes,0.21
2026-04-22T18:47:50.545546,ok,Vulnerability_scanner,yes,0.64
2026-04-22T18:47:51.567875,ok,DDoS_UDP,yes,0.41
2026-04-22T18:47:52.590095,ok,Fingerprinting,yes,0.47
2026-04-22T18:47:53.609988,ok,DDoS_HTTP,yes,0.34
2026-04-22T18:47:54.632290,ok,Vulnerability_scanner,yes,0.21
2026-04-22T18:47:55.652483,ok,MITM,yes,0.36
2026-04-22T18:47:56.671966,ok,Backdoor,yes,0.44
2026-04-22T18:47:57.691949,ok,Fingerprinting,yes,0.21
2026-04-22T18:47:58.846671,ok,Normal,no,0.49
2026-04-22T18:47:59.877761,ok,Backdoor,yes,0.54
2026-04-22T18:48:00.910417,ok,XSS,yes,0.26
2026-04-22T18:48:01.927714,ok,Vulnerability_scanner,yes,0.33
2026-04-22T18:48:02.959641,ok,Fingerprinting,yes,0.97
2026-04-22T18:48:03.970107,ok,XSS,yes,0.22
2026-04-22T18:48:05.007160,ok,Fingerprinting,yes,0.68
2026-04-22T18:48:06.030273,ok,MITM,yes,0.23
2026-04-22T18:48:07.056184,ok,XSS,yes,0.37
2026-04-22T18:48:08.092712,ok,MITM,yes,0.42
2026-04-22T18:48:09.128710,ok,DDoS_ICMP,yes,0.68
2026-04-22T18:48:10.163196,ok,Password,yes,0.51
2026-04-22T18:48:11.184942,ok,SQL_injection,yes,0.46
2026-04-22T18:48:12.197326,ok,DDoS_UDP,yes,0.25
2026-04-22T18:48:13.222886,ok,Uploading,yes,0.39
2026-04-22T18:48:14.243367,ok,XSS,yes,0.23
2026-04-22T18:48:15.263153,ok,Ransomware,yes,0.34
2026-04-22T18:48:16.291207,ok,DDoS_ICMP,yes,0.65
2026-04-22T18:48:17.314336,ok,XSS,yes,0.38
2026-04-22T18:48:18.323554,ok,Password,yes,0.18
2026-04-22T18:48:19.345265,ok,Normal,no,0.35
2026-04-22T18:48:20.365665,ok,Vulnerability_scanner,yes,0.43
2026-04-22T18:48:21.382173,ok,DDoS_ICMP,yes,0.33
2026-04-22T18:48:22.398348,ok,XSS,yes,0.20
2026-04-22T18:48:23.415723,ok,Ransomware,yes,0.33
2026-04-22T18:48:24.436417,ok,DDoS_TCP,yes,0.55
2026-04-22T18:48:25.465327,ok,XSS,yes,0.50
2026-04-22T18:48:26.488486,ok,Ransomware,yes,0.49
2026-04-22T18:48:27.509427,ok,XSS,yes,0.23
2026-04-22T18:48:28.533609,ok,Backdoor,yes,0.61
2026-04-22T18:48:29.677677,ok,Vulnerability_scanner,yes,0.54
2026-04-22T18:48:30.703023,ok,XSS,yes,0.24
2026-04-22T18:48:31.729985,ok,Password,yes,0.38
2026-04-22T18:48:32.762238,ok,Backdoor,yes,0.59
2026-04-22T18:48:33.793337,ok,MITM,yes,0.73
2026-04-22T18:48:34.844555,ok,Ransomware,yes,1.54
2026-04-22T18:48:35.869447,ok,Password,yes,0.55
2026-04-22T18:48:36.881176,ok,Backdoor,yes,0.32
2026-04-22T18:48:37.891398,ok,Uploading,yes,0.11
2026-04-22T18:48:38.915071,ok,Backdoor,yes,0.36
2026-04-22T18:48:39.924140,ok,Uploading,yes,0.24
2026-04-22T18:48:40.950114,ok,DDoS_UDP,yes,0.71
2026-04-22T18:48:41.971416,ok,DDoS_UDP,yes,0.23
2026-04-22T18:48:42.993565,ok,MITM,yes,0.46
2026-04-22T18:48:44.013632,ok,SQL_injection,yes,0.37
2026-04-22T18:48:45.033334,ok,MITM,yes,0.38
2026-04-22T18:48:46.052767,ok,SQL_injection,yes,0.32
2026-04-22T18:48:47.073951,ok,Uploading,yes,0.34
2026-04-22T18:48:48.090957,ok,Uploading,yes,0.32
2026-04-22T18:48:49.110209,ok,Fingerprinting,yes,0.39
2026-04-22T18:48:50.128923,ok,SQL_injection,yes,0.37
2026-04-22T18:48:51.146427,ok,DDoS_ICMP,yes,0.24
2026-04-22T18:48:52.163416,ok,DDoS_UDP,yes,0.20
2026-04-22T18:48:53.184004,ok,Port_Scanning,yes,0.57
2026-04-22T18:48:54.207351,ok,Normal,no,0.43
2026-04-22T18:48:55.227808,ok,DDoS_TCP,yes,0.58
2026-04-22T18:48:56.241314,ok,Fingerprinting,yes,0.28
2026-04-22T18:48:57.265524,ok,XSS,yes,0.37
2026-04-22T18:48:58.291608,ok,DDoS_TCP,yes,0.71
2026-04-22T18:48:59.431595,ok,Vulnerability_scanner,yes,0.64
2026-04-22T18:49:00.452083,ok,XSS,yes,0.34
2026-04-22T18:49:01.472211,ok,MITM,yes,0.48
