timestamp,source,prediction,label,confidence,latency_ms,cpu_percent,memory_mb,total_requests
2026-04-22T18:49:45.431476,attacker,12,Uploading,0.0667,0.50,0.0,389.61,1
2026-04-22T18:49:45.944091,attacker,1,DDoS_HTTP,0.0667,0.22,17.0,389.74,2
2026-04-22T18:49:46.126774,water-sensor,0,Backdoor,0.0667,0.35,14.4,389.74,3
2026-04-22T18:49:46.462274,attacker,1,DDoS_HTTP,0.0667,0.40,3.4,389.74,4
2026-04-22T18:49:46.991662,attacker,10,Ransomware,0.0667,0.27,15.7,389.74,5
2026-04-22T18:49:47.150060,water-sensor,6,MITM,0.0667,0.24,29.7,389.74,6
2026-04-22T18:49:47.515877,attacker,9,Port_Scanning,0.0667,0.21,17.2,389.74,7
2026-04-22T18:49:48.053862,attacker,12,Uploading,0.0667,0.57,17.8,389.74,8
2026-04-22T18:49:48.165581,water-sensor,6,MITM,0.0667,0.13,27.0,389.74,9
2026-04-22T18:49:48.579881,attacker,1,DDoS_HTTP,0.0667,0.38,30.5,389.74,10
2026-04-22T18:49:49.101251,attacker,8,Password,0.0667,0.75,18.2,389.74,11
2026-04-22T18:49:49.181827,water-sensor,12,Uploading,0.0667,0.29,4.8,389.74,12
2026-04-22T18:49:49.622730,attacker,10,Ransomware,0.0667,0.38,10.9,389.74,13
2026-04-22T18:49:50.146138,attacker,6,MITM,0.0667,0.23,15.8,389.74,14
2026-04-22T18:49:50.202975,water-sensor,7,Normal,0.0667,0.50,7.0,389.74,15
2026-04-22T18:49:50.669326,attacker,3,DDoS_TCP,0.0667,0.45,10.6,389.74,16
2026-04-22T18:49:51.188465,attacker,4,DDoS_UDP,0.0667,0.24,24.6,389.74,17
2026-04-22T18:49:51.220944,water-sensor,9,Port_Scanning,0.0667,0.13,38.5,389.74,18
2026-04-22T18:49:51.707151,attacker,4,DDoS_UDP,0.0667,0.48,2.8,389.74,19
2026-04-22T18:49:52.228157,attacker,1,DDoS_HTTP,0.0667,0.49,7.5,389.74,20
2026-04-22T18:49:52.244050,water-sensor,12,Uploading,0.0667,0.34,33.3,389.74,21
2026-04-22T18:49:52.746575,attacker,7,Normal,0.0667,0.33,6.0,389.74,22
2026-04-22T18:49:53.272382,water-sensor,2,DDoS_ICMP,0.0667,0.40,12.2,389.74,24
2026-04-22T18:49:53.276823,attacker,11,SQL_injection,0.0667,0.35,0.0,389.74,24
2026-04-22T18:49:53.803005,attacker,6,MITM,0.0667,0.37,7.0,389.74,25
2026-04-22T18:49:54.292077,water-sensor,4,DDoS_UDP,0.0667,0.38,12.7,389.74,26
2026-04-22T18:49:54.321982,attacker,11,SQL_injection,0.0667,0.36,12.5,389.74,27
2026-04-22T18:49:54.841760,attacker,0,Backdoor,0.0667,0.22,6.6,389.74,28
2026-04-22T18:49:55.313856,water-sensor,2,DDoS_ICMP,0.0667,0.58,21.1,389.74,29
2026-04-22T18:49:55.370813,attacker,3,DDoS_TCP,0.0667,0.62,30.2,389.74,30
2026-04-22T18:49:55.899349,attacker,13,Vulnerability_scanner,0.0667,0.38,6.4,389.74,31
2026-04-22T18:49:56.336537,water-sensor,13,Vulnerability_scanner,0.0667,0.50,21.6,389.74,32
2026-04-22T18:49:56.419605,attacker,10,Ransomware,0.0667,0.23,21.5,389.74,33
2026-04-22T18:49:56.962133,attacker,4,DDoS_UDP,0.0667,8.50,10.5,389.74,34
2026-04-22T18:49:57.358821,water-sensor,7,Normal,0.0667,0.37,13.1,389.74,35
2026-04-22T18:49:57.481749,attacker,12,Uploading,0.0667,0.37,15.0,389.74,36
2026-04-22T18:49:58.009381,attacker,5,Fingerprinting,0.0667,0.49,8.5,389.74,37
2026-04-22T18:49:58.381946,water-sensor,5,Fingerprinting,0.0667,0.31,35.2,389.74,38
2026-04-22T18:49:58.527336,attacker,7,Normal,0.0667,0.37,6.1,389.74,39
2026-04-22T18:49:59.060009,attacker,14,XSS,0.0667,0.36,17.4,389.74,40
2026-04-22T18:49:59.521431,water-sensor,2,DDoS_ICMP,0.0667,0.38,19.7,389.74,41
2026-04-22T18:49:59.708689,attacker,5,Fingerprinting,0.0667,0.23,7.5,389.74,42
2026-04-22T18:50:00.229881,attacker,0,Backdoor,0.0667,0.24,6.1,389.74,43
2026-04-22T18:50:00.542937,water-sensor,0,Backdoor,0.0667,0.39,13.8,389.74,44
2026-04-22T18:50:00.751607,attacker,3,DDoS_TCP,0.0667,0.39,4.3,389.74,45
2026-04-22T18:50:01.265159,attacker,14,XSS,0.0667,0.15,21.1,389.74,46
2026-04-22T18:50:01.565089,water-sensor,7,Normal,0.0667,0.24,5.0,389.74,47
2026-04-22T18:50:01.782773,attacker,1,DDoS_HTTP,0.0667,0.39,5.8,389.74,48
2026-04-22T18:50:02.306452,attacker,6,MITM,0.0667,0.23,6.9,389.74,49
2026-04-22T18:50:02.590968,water-sensor,2,DDoS_ICMP,0.0667,0.45,4.5,389.74,50
2026-04-22T18:50:02.831652,attacker,8,Password,0.0667,0.59,7.4,389.74,51
2026-04-22T18:50:03.357990,attacker,3,DDoS_TCP,0.0667,0.23,21.4,389.74,52
2026-04-22T18:50:03.615793,water-sensor,4,DDoS_UDP,0.0667,0.47,15.3,389.74,53
2026-04-22T18:50:03.883791,attacker,2,DDoS_ICMP,0.0667,0.42,11.0,389.86,54
2026-04-22T18:50:04.405840,attacker,5,Fingerprinting,0.0667,0.37,6.5,389.86,55
2026-04-22T18:50:04.642322,water-sensor,11,SQL_injection,0.0667,0.37,7.4,389.86,56
2026-04-22T18:50:04.927600,attacker,12,Uploading,0.0667,0.37,10.2,389.86,57
2026-04-22T18:50:05.443463,attacker,2,DDoS_ICMP,0.0667,0.22,44.4,389.86,58
2026-04-22T18:50:05.664290,water-sensor,2,DDoS_ICMP,0.0667,0.37,8.0,389.86,59
2026-04-22T18:50:05.960056,attacker,2,DDoS_ICMP,0.0667,0.43,3.4,389.86,60
2026-04-22T18:50:06.480408,attacker,0,Backdoor,0.0667,0.24,7.2,389.86,61
2026-04-22T18:50:06.685758,water-sensor,6,MITM,0.0667,0.38,7.2,389.86,62
2026-04-22T18:50:07.001042,attacker,5,Fingerprinting,0.0667,0.38,11.2,389.86,63
2026-04-22T18:50:07.524745,attacker,13,Vulnerability_scanner,0.0667,0.61,22.9,389.86,64
2026-04-22T18:50:07.707384,water-sensor,1,DDoS_HTTP,0.0667,0.23,14.9,389.86,65
2026-04-22T18:50:08.043307,attacker,3,DDoS_TCP,0.0667,0.25,3.3,389.86,66
