timestamp,status,label,is_attack,latency_ms
2026-04-23T06:53:20.031477,ok,Port_Scanning,yes,0.24
2026-04-23T06:53:21.156320,ok,MITM,yes,0.29
2026-04-23T06:53:22.278458,ok,DDoS_TCP,yes,0.16
2026-04-23T06:53:23.412822,ok,Ransomware,yes,0.17
2026-04-23T06:53:24.534946,ok,Password,yes,0.29
2026-04-23T06:53:25.651890,ok,SQL_injection,yes,0.14
2026-04-23T06:53:26.783200,ok,SQL_injection,yes,0.37
2026-04-23T06:53:27.909435,ok,Fingerprinting,yes,0.30
2026-04-23T06:53:29.029233,ok,Password,yes,0.09
2026-04-23T06:53:30.157942,ok,Fingerprinting,yes,0.33
2026-04-23T06:53:31.277140,ok,Fingerprinting,yes,0.22
2026-04-23T06:53:32.395442,ok,Ransomware,yes,0.10
2026-04-23T06:53:33.516148,ok,DDoS_ICMP,yes,0.33
2026-04-23T06:53:34.645376,ok,Backdoor,yes,0.32
2026-04-23T06:53:35.767540,ok,Port_Scanning,yes,0.25
2026-04-23T06:53:36.899719,ok,Backdoor,yes,0.12
2026-04-23T06:53:38.026431,ok,Backdoor,yes,0.18
2026-04-23T06:53:39.143324,ok,DDoS_ICMP,yes,0.17
2026-04-23T06:53:40.423030,ok,Normal,no,0.16
2026-04-23T06:53:41.542669,ok,Uploading,yes,0.14
2026-04-23T06:53:42.657519,ok,XSS,yes,0.30
2026-04-23T06:53:43.792019,ok,DDoS_UDP,yes,0.19
2026-04-23T06:53:44.902650,ok,Port_Scanning,yes,0.08
2026-04-23T06:53:46.020237,ok,Uploading,yes,0.13
2026-04-23T06:53:47.153682,ok,Uploading,yes,0.13
2026-04-23T06:53:48.281438,ok,DDoS_TCP,yes,0.33
2026-04-23T06:53:49.405069,ok,DDoS_HTTP,yes,0.34
2026-04-23T06:53:50.522481,ok,Uploading,yes,0.31
2026-04-23T06:53:51.634498,ok,Vulnerability_scanner,yes,0.10
2026-04-23T06:53:52.765327,ok,Fingerprinting,yes,0.34
2026-04-23T06:53:53.880133,ok,SQL_injection,yes,0.15
2026-04-23T06:53:55.005180,ok,Vulnerability_scanner,yes,0.21
2026-04-23T06:53:56.127954,ok,XSS,yes,0.18
2026-04-23T06:53:57.249708,ok,Vulnerability_scanner,yes,0.17
2026-04-23T06:53:58.376041,ok,Fingerprinting,yes,0.37
2026-04-23T06:53:59.509425,ok,DDoS_TCP,yes,0.32
2026-04-23T06:54:00.632380,ok,XSS,yes,0.07
2026-04-23T06:54:01.760325,ok,Fingerprinting,yes,0.08
2026-04-23T06:54:02.883560,ok,Vulnerability_scanner,yes,0.11
2026-04-23T06:54:04.015028,ok,Ransomware,yes,0.14
2026-04-23T06:54:05.158319,ok,XSS,yes,0.19
2026-04-23T06:54:06.294451,ok,Fingerprinting,yes,0.16
2026-04-23T06:54:07.409007,ok,Backdoor,yes,0.11
2026-04-23T06:54:08.532052,ok,Password,yes,0.11
2026-04-23T06:54:09.642568,ok,DDoS_TCP,yes,0.17
2026-04-23T06:54:10.924347,ok,Uploading,yes,0.11
2026-04-23T06:54:12.038667,ok,Backdoor,yes,0.12
2026-04-23T06:54:13.147520,ok,DDoS_HTTP,yes,0.08
2026-04-23T06:54:14.265352,ok,Vulnerability_scanner,yes,0.18
2026-04-23T06:54:15.386583,ok,Uploading,yes,0.15
2026-04-23T06:54:16.510972,ok,XSS,yes,0.19
2026-04-23T06:54:17.622854,ok,Uploading,yes,0.13
2026-04-23T06:54:18.732467,ok,Uploading,yes,0.10
2026-04-23T06:54:19.858048,ok,MITM,yes,0.11
2026-04-23T06:54:20.974701,ok,Uploading,yes,0.10
2026-04-23T06:54:22.104953,ok,Fingerprinting,yes,0.11
2026-04-23T06:54:23.224924,ok,Vulnerability_scanner,yes,0.12
2026-04-23T06:54:24.343334,ok,DDoS_TCP,yes,0.27
2026-04-23T06:54:25.469098,ok,DDoS_HTTP,yes,0.13
2026-04-23T06:54:26.595545,ok,Normal,no,0.18
2026-04-23T06:54:27.716918,ok,MITM,yes,0.13
2026-04-23T06:54:28.830643,ok,DDoS_TCP,yes,0.11
2026-04-23T06:54:29.934822,ok,DDoS_UDP,yes,0.11
2026-04-23T06:54:31.051232,ok,Vulnerability_scanner,yes,0.14
2026-04-23T06:54:32.164464,ok,Fingerprinting,yes,0.20
2026-04-23T06:54:33.289451,ok,Uploading,yes,0.12
2026-04-23T06:54:34.404229,ok,DDoS_ICMP,yes,0.12
2026-04-23T06:54:35.518581,ok,DDoS_UDP,yes,0.12
2026-04-23T06:54:36.619246,ok,SQL_injection,yes,0.14
2026-04-23T06:54:37.739173,ok,DDoS_TCP,yes,0.10
2026-04-23T06:54:38.850053,ok,Normal,no,0.14
2026-04-23T06:54:39.972375,ok,Fingerprinting,yes,0.20
2026-04-23T06:54:41.213379,ok,Fingerprinting,yes,0.15
2026-04-23T06:54:42.333031,ok,Backdoor,yes,0.12
2026-04-23T06:54:43.450963,ok,Uploading,yes,0.14
2026-04-23T06:54:44.575897,ok,Vulnerability_scanner,yes,0.13
2026-04-23T06:54:45.694338,ok,Fingerprinting,yes,0.14
2026-04-23T06:54:46.803322,ok,Vulnerability_scanner,yes,0.32
2026-04-23T06:54:47.932715,ok,MITM,yes,0.15
2026-04-23T06:54:49.045514,ok,MITM,yes,0.14
2026-04-23T06:54:50.162763,ok,XSS,yes,0.12
2026-04-23T06:54:51.288174,ok,Normal,no,0.13
2026-04-23T06:54:52.416391,ok,XSS,yes,0.12
2026-04-23T06:54:53.526255,ok,DDoS_ICMP,yes,0.09
2026-04-23T06:54:54.642845,ok,XSS,yes,0.09
2026-04-23T06:54:55.763997,ok,XSS,yes,0.18
